Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
ゆる,ゆり,"1. lily (Lilium spp.)<br>2. yuri, genre of comics and novels about female homosexuality",Unlabeled,81,それでは <b>ゆっ</b>こ　消しゴムを,"Now, Yukko, take the eraser.","S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E24, S01E25, S01E26"
うる,うる,"1. to be able to ..., can ...<br>2. to get, to acquire, to obtain, to procure, to earn, to win, to gain, to secure, to attain",Unlabeled,81,<b>うっ</b> あっ！,"Ah, ah!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
だって,だって,"1. after all, because<br>2. but<br>3. even<br>4. too, as well, also<br>5. they say, I hear, you mean",N3,78,すでに言ってるん<b>だって</b>ば！,I've already said it!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
だけ,だけ,Only,Unlabeled,78,それが分かった<b>だけ</b>でも,Even if I just knew that,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26"
来る,くる,"1. to come (spatially or temporally), to approach, to arrive<br>2. to come back, to do ... and come back<br>3. to come to be, to become, to get, to grow, to continue<br>4. to come from, to be caused by, to derive from<br>5. to come to (i.e. ""when it comes to spinach ..."")",N5,77,次に<b>来る</b>ときはこの場所で―,"Next time you come, stay here...","S01E01, S01E03, S01E07, S01E08, S01E09, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
お前,おまえ,"1. you<br>2. presence (of a god, nobleman, etc.)",Unlabeled,77,まっ たまには <b>お前</b>らとも,"Well, sometimes with you guys.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E17, S01E18, S01E20, S01E22, S01E23, S01E25, S01E26"
いう,ゆう,"1. to do up (hair), to dress, to arrange<br>2. to tie, to bind, to fasten, to make (a fence)",Unlabeled,74,さすがに 勢いとは<b>いえ</b>,"Although it is a forceful thing,","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
なんで,なんで,"1. why?, what for?<br>2. how?, by what means?",Unlabeled,74,<b>なんで</b>私が こんな はめに,Why am I in this situation?,"S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26"
くださる,くださる,"1. to give, to confer, to bestow<br>2. to kindly do for one, to oblige, to favour, to favor",N4,73,せっけんを呼んで<b>ください</b>！,Please call the soap!,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E21, S01E23, S01E24, S01E25, S01E26"
まあ,まあ,"1. just (e.g. ""just wait here""), come now, now, now<br>2. tolerably, passably, moderately, reasonably, fairly, rather, somewhat<br>3. well..., I think..., it would seem..., you might say..., Hmmm, I guess so...<br>4. oh!, oh dear!, oh, my!, wow!, goodness gracious!, good heavens!",N3,72,<b>まあ</b> でも無事に届いて,"Well, it arrived safely","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
ここ,ここ,"1. here, this place<br>2. this point, here, now<br>3. these past ... (e.g. three years), these last ...<br>4. the next ... (e.g. few days), these next ...",N5,72,<b>ここ</b>まで完璧にかいくぐるとは―,To be able to escape so completely...,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26"
いく,いく,"1. reverence, awe, fear",N1,70,死んで<b>いく</b>ものだとばかり,I just think I'm going to die,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26"
待つ,まつ,"1. to wait<br>2. to await, to look forward to, to anticipate<br>3. to depend on, to need",N5,69,ちょっと<b>待て</b>！,Wait a minute!,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
うん,うん,"1. yes, yeah, uh huh<br>2. hum, hmmm, well, erm, huh?<br>3. oof",N4,69,はあっ　<b>うん</b>っ！,Ah yes!,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26"
そんな,そんな,"1. such, that sort of, that kind of, like that<br>2. no way!, never!",N4,67,<b>そんな</b>ものとは何か！,What is that?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
ちゃ,ちゃ,"1. tea<br>2. tea plant (Camellia sinensis)<br>3. tea preparation, making tea<br>4. brown<br>5. mockery",Unlabeled,66,まず１人でやっ<b>ちゃ</b>ダメなのと―,"First of all, you shouldn't do it alone...","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
ダメ,だめ,"1. no good, not serving its purpose, useless, broken<br>2. hopeless, wasted, in vain, purposeless<br>3. cannot, must not, not allowed<br>4. neutral point (in go), intersection owned by neither player at the end of a game",Unlabeled,66,<b>ダメ</b>に決まってるでしょ！,It's definitely not good!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E26"
くれる,くれる,To give (to me),N4,65,はかせが作って<b>くれ</b>たロボットです,This is a robot made by Hakase.,"S01E01, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
ええ,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",N5,63,で<b>ええ</b>え！,Deeeeeee!,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E21, S01E24, S01E26"
じゃん,じゃーん,"1. ta-dah!, ta-da!, voilà!<br>2. clash, crash, bang",Unlabeled,62,御大しかいない<b>じゃん</b>　もう！,There's no one but you!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E09, S01E10, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26"
うい,はごろも,"1. angel's raiment, robe of feathers<br>2. wings of birds or insects, plumage of birds<br>3. type of bug",Unlabeled,61,<b>うう</b> もういい！,"Ugh, that’s enough!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E22, S01E23, S01E24, S01E25"
みる,みる,To try doing,Unlabeled,59,え？ でも 触って<b>み</b>た感じだと,"picture? But when I touch it, it feels like","S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25"
大丈夫,だいじょうぶ,"1. safe, secure, sound, problem-free, without fear, all right, alright, OK, okay<br>2. certainly, surely, undoubtedly<br>3. no thanks, I'm good, that's alright<br>4. great man, fine figure of a man",N5,58,お前は 素手で<b>大丈夫</b>だろう,You'll be fine with your bare hands.,"S01E01, S01E02, S01E07, S01E08, S01E10, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
なんか,なんか,"1. something like ..., things like ..., someone like ..., the likes of ...",N1,57,なに マンガ<b>なんか</b>読んでんのよ！,"What, are you reading manga?","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12, S01E13, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25"
ちょ,ちょ,"1. work, book<br>2. (a book) by<br>3. obvious, striking",Unlabeled,57,フンッ <b>ちょ</b>っ ガキ！,"Hmph, hey kid!","S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26"
かも,かも,"1. duck<br>2. easy mark, sucker, sitting duck",Unlabeled,56,友達とか できちゃう<b>かも</b>,Maybe I can make some friends,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26"
おっ,おっ,"1. oh, oops",Unlabeled,56,<b>おっ</b>！ はうわっ！,Oh! Wow!,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24, S01E25, S01E26"
ほら,ほら,"1. look!, look out!, hey!, look at me!, there you are!",Unlabeled,54,<b>ほら</b> すぐに とてつもない,"Look, it's crazy right away","S01E01, S01E02, S01E03, S01E04, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
なんて,なんて,"1. how ...!, what ...!<br>2. what?, what's that?",Unlabeled,53,もう はかせ<b>なんて</b>大嫌いです！,I hate hakase already!,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
なん,なん,"1. difficulty, trouble, hardship<br>2. accident, disaster, danger<br>3. fault, defect<br>4. criticism",Unlabeled,53,それとも<b>なん</b>ですか？,Or what?,"S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26"
忘れる,わすれる,"1. to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)",N5,52,あと 宿題を<b>忘れ</b>たやつは,And the one who forgot his homework,"S01E01, S01E02, S01E03, S01E06, S01E07, S01E12, S01E13, S01E14, S01E16, S01E18, S01E19, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
早い,はやい,"1. fast, quick, hasty, brisk<br>2. early (in the day, etc.), premature<br>3. (too) soon, not yet, (too) early<br>4. easy, simple, quick",N5,52,こんな朝<b>早く</b>に いるんですか！,Are you here this early in the morning?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
こんな,こんな,"1. this sort of, this kind of, like this, such",N5,52,なんで私が <b>こんな</b> はめに,Why am I in this situation?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
よい,よい,Good,N5,50,<b>よし</b>とか言って俺はアホか！,Am I an idiot for saying it's okay?,"S01E01, S01E02, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E25, S01E26"
やつ,やつ,"1. fellow, guy, chap<br>2. thing, object<br>3. he, she, him, her",Unlabeled,50,はかせは 当分お<b>やつ</b>抜きです！,Hakase is without snacks for the time being!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E15, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26"
よう,よう,Way / Like / As if,Unlabeled,50,もっと年長者を敬う<b>よう</b>にしろよ,Please respect your elders more,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E16, S01E17, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25"
あんた,あんた,1. you,Unlabeled,50,でも <b>あんた</b>のそういうとこ―,But that's what you say...,"S01E01, S01E02, S01E03, S01E04, S01E08, S01E09, S01E11, S01E12, S01E13, S01E14, S01E16, S01E18, S01E19, S01E20, S01E24, S01E25"
もの,もの,Thing (tangible),Unlabeled,48,そんな<b>もの</b>とは何か！,What is that?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E21, S01E23, S01E24, S01E25"
とか,とか,"1. and the like, such as, among other things, and so on<br>2. or something, something like, a (certain)<br>3. I hear that ..., people say that..., rumour has it that ...<br>4. or something, something like, or whatever",Unlabeled,48,よし<b>とか</b>言って俺はアホか！,Am I an idiot for saying it's okay?,"S01E01, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26"
られる,られる,Passive/Potential form,Unlabeled,48,イタコが 信じ<b>られ</b>ないんだ！,I can't believe itako!,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E09, S01E11, S01E13, S01E15, S01E18, S01E19, S01E21, S01E22, S01E23, S01E24, S01E25"
なに,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",Unlabeled,48,<b>なに</b>が笹原家の長男よ！,"What is this, the eldest son of the Sasahara family?","S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E16, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
カッコ,かっこ,"1. brackets, parentheses",Unlabeled,48,<b>カッコ</b>いいと思うもの！,Something I think is cool!,"S01E02, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E20, S01E23"
笹原,笹原,Sasahara,Unlabeled,47,なにが<b>笹原</b>家の長男よ！,"What is this, the eldest son of the Sasahara family?","S01E01, S01E02, S01E04, S01E08, S01E18, S01E21, S01E24, S01E25, S01E26"
うーん,ううん,"1. um, er, well<br>2. nuh-uh, no<br>3. oof",Unlabeled,47,<b>うーん</b> でも それじゃあ,"Hmm, but then","S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26"
という,という,"1. called, named, that says, that<br>2. as many as, as much as<br>3. all ..., every single ...",Unlabeled,47,でも 今日<b>という</b>日は,But today is the day,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E15, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
前,さき,"1. point, tip, end, nozzle<br>2. head (of a line), front<br>3. first, before, ahead (of)<br>4. (the way) ahead, beyond<br>5. future<br>6. previous, prior, former, recent, last<br>7. destination<br>8. rest (e.g. of a story), continuation, remaining part<br>9. the other party",N5,47,<b>前</b>に遊園地で落としたお金も,The money I lost at the amusement park before,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
また,また,"1. crotch, crutch, groin, thigh<br>2. fork (in a tree, road, river, etc.), tines (of a fork)",N5,47,なんで私が <b>また</b>出すのよ！,Why would I bring it out again?,"S01E02, S01E04, S01E05, S01E06, S01E07, S01E11, S01E12, S01E13, S01E14, S01E16, S01E17, S01E18, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26"
出る,でる,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward<br>4. to come to, to get to, to lead to, to reach<br>5. to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display<br>6. to appear (in print), to be published, to be announced, to be issued, to be listed, to come out<br>7. to attend, to participate, to take part, to enter (an event), to play in, to perform<br>8. to be stated, to be expressed, to come up, to be brought up, to be raised<br>9. to sell<br>10. to exceed, to go over<br>11. to stick out, to protrude<br>12. to break out, to occur, to start, to originate<br>13. to be produced<br>14. to come from, to be derived from<br>15. to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid<br>16. to answer (phone, door, etc.), to get<br>17. to assume (an attitude), to act, to behave<br>18. to pick up (speed, etc.), to gain<br>19. to flow (e.g. tears), to run, to bleed<br>20. to graduate<br>21. to ejaculate, to cum",N5,46,屋台が<b>出る</b>ということで,There will be food stalls,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26"
どこ,どこ,"1. where, what place<br>2. how much (long, far), what extent",N5,46,それで 俺のメシは<b>どこ</b>だ？,So where's my meal?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E10, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
バカ,ばか,"1. idiot, moron, fool<br>2. trivial matter, folly, absurdity<br>3. stupid, foolish, dull, absurd, ridiculous<br>4. fervent enthusiast, nut, person singularly obsessed with something<br>5. Mactra chinensis (species of trough shell)",Unlabeled,46,まさか ここまで<b>バカ</b>とはねえ,I can't believe you're this stupid,"S01E01, S01E03, S01E07, S01E08, S01E09, S01E10, S01E14, S01E15, S01E17, S01E18, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
