Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
来る,くる,"1. to come (spatially or temporally), to approach, to arrive<br>2. to come back, to do ... and come back<br>3. to come to be, to become, to get, to grow, to continue<br>4. to come from, to be caused by, to derive from<br>5. to come to (i.e. ""when it comes to spinach ..."")",N5,39,肉食のお前たちが 俺を本気で襲いに<b>来る</b>こと,You meat eaters are seriously coming to attack me.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_792ec616.mp3],[sound:Beastars_sent_e1785a95.mp3]
そんな,そんな,"1. such, that sort of, that kind of, like that<br>2. no way!, never!",N4,38,でも オオカミに <b>そんな</b>こと言われたら 驚くよな,But I'd be surprised if a wolf told me that.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_3420e60f.mp3],[sound:Beastars_sent_31017782.mp3]
時,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",N3,37,レゴシ先輩の好きな子を知った<b>時</b>は さすがにビックリしましたけどね,I was really surprised when I found out who Legoshi-senpai's favorite girl was.,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_7a661802.mp3],[sound:Beastars_sent_0d9b404f.mp3]
より,より,"1. than<br>2. from, out of, since, at, on<br>3. except, but, other than<br>4. more",N5,37,肉食獣が自分<b>より</b>も非力な草食獣を 常に助けたいと思うのは―,The reason why carnivores always want to help herbivores that are weaker than them is...,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_1b57d242.mp3],[sound:Beastars_sent_23f3315a.mp3]
ちゃう,チャッ,To do completely / Regret (te-shimau),Unlabeled,37,２年生にもなれば きっと慣れ<b>ちゃう</b>,I'm sure you'll get used to it when you become a second year student.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12",,[sound:Beastars_word_04fd9e9f.mp3],[sound:Beastars_sent_eb0d04a6.mp3]
大丈夫,だいじょうぶ,"1. safe, secure, sound, problem-free, without fear, all right, alright, OK, okay<br>2. certainly, surely, undoubtedly<br>3. no thanks, I'm good, that's alright<br>4. great man, fine figure of a man",N5,37,ありがとう　でも<b>大丈夫</b>,"Thank you, but it's okay","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_569f2d21.mp3],[sound:Beastars_sent_12603426.mp3]
知る,しる,"1. to be aware of, to know, to be conscious of, to cognize, to cognise<br>2. to notice, to feel<br>3. to understand, to comprehend, to grasp<br>4. to remember, to be acquainted with (a procedure)<br>5. to experience, to go through, to learn<br>6. to be acquainted with (a person), to get to know<br>7. to concern",N5,36,君には大人の世界を <b>知っ</b>ておいてもらう必要がある,I need you to know about the adult world.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_fea633f0.mp3],[sound:Beastars_sent_9aa21a82.mp3]
なあ,なあ,Hey / I wonder (sentence ending particle),Unlabeled,36,月って ホントに ウサギが住んでるのか<b>なあ</b>,I wonder if rabbits really live on the moon?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_61842af8.mp3],[sound:Beastars_sent_1e880cc1.mp3]
ホント,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",Unlabeled,35,月って <b>ホント</b>に ウサギが住んでるのかなあ,I wonder if rabbits really live on the moon?,"S01E01, S01E03, S01E05, S01E07, S01E08, S01E09, S01E11, S01E12",,[sound:Beastars_word_88a06dc0.mp3],[sound:Beastars_sent_1e880cc1.mp3]
なん,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",Unlabeled,35,<b>なん</b>で あの日のことについて レゴシ君は一切 触れないの？,Why doesn't Legosi ever mention anything about that day?,"S01E01, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_916cafe9.mp3],[sound:Beastars_sent_5235d151.mp3]
えっ,えっ,"1. huh?, what's up?",Unlabeled,35,<b>えっ</b> バイトなんて 片手間にするものでしょ？,"Eh, part-time work is something you do in your spare time, right?","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_80969d56.mp3],[sound:Beastars_sent_144e07a8.mp3]
せる,せる,1. to compete<br>2. to bid<br>3. to sell at auction,Unlabeled,34,成功さ<b>せ</b>たからには 最後まで演じきってもらうぞ,"Since I made it a success, I'll ask you to play the role to the end.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_987654a6.mp3],[sound:Beastars_sent_f4931bf0.mp3]
おい,おい,"1. hey!, oi!, ahoy!<br>2. I, me",Unlabeled,34,<b>おい</b> なんで お前がここに？ 美術チームの下っ端だろ,"Hey, why are you here? He's the bottom of the art team.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_7524ce78.mp3],[sound:Beastars_sent_7f9639ba.mp3]
食べる,たべる,"1. to eat<br>2. to live on (e.g. a salary), to live off, to subsist on",N5,33,当然のこととして この世界で 肉を<b>食べる</b>ことは重罪だ,"Of course, eating meat in this world is a serious crime.","S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E10, S01E11, S01E12",,[sound:Beastars_word_2b7ce388.mp3],[sound:Beastars_sent_1929695c.mp3]
ごめん,ごめん,"1. I'm sorry, my apologies, excuse me, pardon me<br>2. may I come in?<br>3. permission, leave, license<br>4. dismissal, discharge<br>5. not wanting, objecting to, being fed up with, wishing to avoid",Unlabeled,33,<b>ごめん</b> 俺 ちょっと ここ離れるから みんなを頼む,"Sorry, I'll be leaving for a while, so I'll ask for everyone.","S01E01, S01E03, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12",,[sound:Beastars_word_bb4e9db5.mp3],[sound:Beastars_sent_d6472edc.mp3]
誰,だれ,1. who,N5,32,それまでは <b>誰</b>も お前に触れさせぬ,"Until then, I won't let anyone touch you.","S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_47c9a426.mp3],[sound:Beastars_sent_23861bb8.mp3]
今日,きょう,"1. today, this day<br>2. these days, recently, nowadays",N5,31,でも レゴシのことは <b>今日</b>は １回も見てないんですよ 僕ら,But we haven't seen Legosi even once today.,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11",,[sound:Beastars_word_5c9cf5e0.mp3],[sound:Beastars_sent_e407868b.mp3]
よう,ヨウ,Seem / Like / Way,Unlabeled,30,さらわれた少女には もう 手の施し<b>よう</b>がないだろう,There's probably nothing that can be done to the kidnapped girl.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_9ae67eee.mp3],[sound:Beastars_sent_371fd8ed.mp3]
食う,くう,"1. to eat<br>2. to live, to make a living, to survive<br>3. to bite, to sting (as insects do)<br>4. to tease, to torment, to taunt, to make light of, to make fun of<br>5. to encroach on, to eat into, to consume<br>6. to defeat a superior, to threaten a position<br>7. to consume time and-or resources<br>8. to receive something (usu. an unfavourable event)<br>9. to have sexual relations with a woman, esp. for the first time",N3,30,君に<b>食わ</b>れたほうが 案外 気分が楽かもしれないけどね,"I might feel better if you eat me, though.","S01E01, S01E02, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_758e3e36.mp3],[sound:Beastars_sent_53e82bf4.mp3]
草食,そうしょく,"1. herbivorous, plant-eating, graminivorous",Unlabeled,28,肉食獣が自分よりも非力な<b>草食</b>獣を 常に助けたいと思うのは―,The reason why carnivores always want to help herbivores that are weaker than them is...,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_87bcb3b9.mp3],[sound:Beastars_sent_23f3315a.mp3]
気,き,"1. spirit, mind, heart<br>2. nature, disposition<br>3. motivation, intention<br>4. mood, feelings<br>5. ambience, atmosphere, mood",N4,28,シシ組のことは 何としてでも うやむやにする<b>気</b>だな,I guess he's trying to hide the Shishi-gumi thing no matter what.,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_543e1696.mp3],[sound:Beastars_sent_e50e5761.mp3]
あんた,あんた,You (informal/blunt),Unlabeled,28,どこにでもいる 平凡なドワーフ種の<b>あんた</b>が―,You are an ordinary dwarf species that can be found everywhere...,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11",,[sound:Beastars_word_4d09217f.mp3],[sound:Beastars_sent_bd6c5f16.mp3]
いく,いく,"1. to go, to move (in a direction or towards a specific location), to head (towards), to be transported (towards), to reach<br>2. to proceed, to take place<br>3. to pass through, to come and go<br>4. to walk<br>5. to die, to pass away<br>6. to do (in a specific way)<br>7. to stream, to flow<br>8. to continue<br>9. to have an orgasm, to come, to cum<br>10. to trip, to get high, to have a drug-induced hallucination",N1,28,でも 明日は きっと うまく<b>いく</b>わね,But I'm sure things will go well tomorrow.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_bd56adfc.mp3],[sound:Beastars_sent_919f6c5e.mp3]
目,め,"Eye / (part of idiom ""teach a lesson"")",N5,27,１日<b>目</b>と がらりと変わったのは 事故ではなかったんですよねえ？,"It wasn't an accident that changed drastically from the first day, right?","S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_67220858.mp3],[sound:Beastars_sent_c1d4f288.mp3]
明日,あした,1. tomorrow<br>2. near future,N5,27,とても <b>明日</b>の公演を 続けられる状態ではないそうです,It seems that he is in no condition to continue with tomorrow's performance.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E11",,[sound:Beastars_word_6450d5f8.mp3],[sound:Beastars_sent_7ccd98a7.mp3]
彼女,かのじょ,"1. she, her<br>2. girlfriend",N4,27,俺は 少しずつですが <b>彼女</b>と友達になれてるし,I'm slowly becoming friends with her.,"S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_36f41a07.mp3],[sound:Beastars_sent_266e36ff.mp3]
すむ,すむ,"1. to finish, to end, to be completed<br>2. to merely result in something less severe than expected<br>3. to feel at ease<br>4. to feel unease or guilt for troubling someone, to be sorry",Unlabeled,27,演劇部の看板役者 ルイの顔の アップがなくて どう<b>すん</b>だ,"What can we do without a close-up of Louis, the drama club's star actor?","S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",,[sound:Beastars_word_171a2de0.mp3],[sound:Beastars_sent_5d03cb7e.mp3]
ハア,はあはあ,"1. gasp, pant",Unlabeled,26,<b>ハア</b> 元気 出せよ いつものことじゃん,"Haha, cheer up, it's just the usual thing.","S01E01, S01E02, S01E03, S01E04, S01E06, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_c8b3339e.mp3],[sound:Beastars_sent_c6e8d508.mp3]
チーム,チーム,1. team,N3,26,お前を役者<b>チーム</b>から 降ろすことが 会議で決まった,It was decided at a meeting to remove you from the acting team.,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E12",,[sound:Beastars_word_ed4584cb.mp3],[sound:Beastars_sent_55cfeec2.mp3]
もん,もの,1. person,Unlabeled,26,みんなが楽しみにしてんのは 最終日の点灯式だ<b>もん</b>,What everyone is looking forward to is the lighting ceremony on the final day.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_5abb77db.mp3],[sound:Beastars_sent_ac85524b.mp3]
なさる,なさる,1. to do,N4,25,物騒な団体名を 口にするのは およし<b>なさい</b>,Please refrain from mentioning the names of disturbing organizations.,"S01E01, S01E02, S01E05, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_e4b5c633.mp3],[sound:Beastars_sent_72d10f4c.mp3]
少し,すこし,"1. small quantity, little, few, something<br>2. little while<br>3. short distance",N5,25,俺は <b>少し</b>ずつですが 彼女と友達になれてるし,I'm slowly becoming friends with her.,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",,[sound:Beastars_word_7b6eba65.mp3],[sound:Beastars_sent_266e36ff.mp3]
早い,はやい,"1. fast, quick, hasty, brisk<br>2. early (in the day, etc.), premature<br>3. (too) soon, not yet, (too) early<br>4. easy, simple, quick",N5,25,うーし コロも<b>早く</b> メシ 食いに行こうぜ,"Wow, let's go eat some food soon.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_78fe8aac.mp3],[sound:Beastars_sent_3530a982.mp3]
初めて,はじめて,"1. for the first time<br>2. only after ... is it ..., only when ... do you ...",N5,25,さすがの私も 肉食獣の相手は<b>初めて</b>,"As expected, this is my first time dealing with a carnivore.","S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11",,[sound:Beastars_word_25e40ba1.mp3],[sound:Beastars_sent_c6afb87d.mp3]
よい,よい,"1. good, excellent, fine, nice, pleasant, agreeable<br>2. sufficient, enough, ready, prepared<br>3. profitable (deal, business offer, etc.), beneficial<br>4. OK, all right, fine, no problem",N5,25,俺は 自分が トラに生まれて<b>よかっ</b>たって―,I'm glad I was born a tiger...,"S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E11, S01E12",,[sound:Beastars_word_cd2c62f5.mp3],[sound:Beastars_sent_ba766654.mp3]
本当,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",N3,24,お前さ <b>本当</b>にクラスメートを 食べるつもりか？,Are you really planning on eating your classmates?,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",,[sound:Beastars_word_41aab1e3.mp3],[sound:Beastars_sent_255b5f78.mp3]
気持ち,きもち,"1. feeling, sensation, mood, state of mind<br>2. preparedness, readiness, attitude<br>3. thought, sentiment, consideration, solicitude, gratitude<br>4. slightly, a bit, a little",N4,24,僕は これからも お前を疑ったり <b>気持ち</b>悪がったりとか,I'll continue to doubt you and feel bad about you.,"S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_6f6dff13.mp3],[sound:Beastars_sent_0bd9a29e.mp3]
体,からだ,"1. body<br>2. torso, trunk<br>3. build, physique, frame, figure<br>4. health, constitution<br>5. corpse, dead body",N5,24,結局は捕食される側の <b>体</b>でしかないことも,"In the end, it may just be the body of the prey.","S01E02, S01E03, S01E05, S01E06, S01E10, S01E11, S01E12",,[sound:Beastars_word_d08d660b.mp3],[sound:Beastars_sent_24bffd72.mp3]
手,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",N5,24,さすがに オオカミには <b>手</b>を出せなかったんだね,"As expected, he couldn't touch the wolf.","S01E02, S01E03, S01E04, S01E06, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_48e3a023.mp3],[sound:Beastars_sent_497747fd.mp3]
もの,モノ,Thing (Tangible),Unlabeled,23,あー あー あー その顔の筋は ストレスによる<b>もの</b>なんですか？,"Ah, ah, ah, are those lines on your face caused by stress?","S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_7f627e12.mp3],[sound:Beastars_sent_32d4f93f.mp3]
できる,できる,"1. to be able (in a position) to do, to be up to the task<br>2. to be ready, to be completed<br>3. to be made, to be built<br>4. to be good at, to be permitted (to do)<br>5. to become intimate, to take up (with somebody)<br>6. to grow, to be raised<br>7. to become pregnant",N5,23,私には子供が<b>でき</b>なかった,i couldn't have a child,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_1c032dab.mp3],[sound:Beastars_sent_740e706d.mp3]
