Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
あの,アノ,That (Distant),N5,152,“買ってもらえないと傷つくな” っていう <b>あの</b>視線が！,That look that said “I won’t be hurt if you don’t buy it”!,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E22_00_09_37_577.jpg"">",[sound:Lucky Star_word_abadd06e.mp3],[sound:Lucky Star_sent_b486a0fc.mp3]
ちょっと,ちょっと,A little / A moment,N5,148,よし！ 今日は <b>ちょっと</b>でもやろう！,Okay! Let's do a little bit today!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E04_00_11_49_041.jpg"">",[sound:Lucky Star_word_35c96e69.mp3],[sound:Lucky Star_sent_e66b03f5.mp3]
そんな,そんな,"1. such, that sort of, that kind of, like that<br>2. no way!, never!",N4,148,“いい気になるな”って？ もう<b>そんな</b>ことないですから！,“I feel good about it”? That doesn't happen anymore!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E12_00_21_27_286.jpg"">",[sound:Lucky Star_word_3420e60f.mp3],[sound:Lucky Star_sent_35ffd34c.mp3]
みゆき,ミユキ,Miyuki,Unlabeled,141,ああ でも <b>みゆき</b>は他のことが できすぎてて感覚が違うから,"Ah, but Miyuki is so good at other things that she feels different.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24","<img src=""S01E04_00_14_29_243.jpg"">",[sound:Lucky Star_word_29a9b208.mp3],[sound:Lucky Star_sent_b111b0a2.mp3]
まあ,まあ,"1. just (e.g. ""just wait here""), come now, now, now<br>2. tolerably, passably, moderately, reasonably, fairly, rather, somewhat<br>3. well..., I think..., it would seem..., you might say..., Hmmm, I guess so...<br>4. oh!, oh dear!, oh, my!, wow!, goodness gracious!, good heavens!",N3,140,<b>まあ</b> でも そう考えると 貝のほうがイメージいいね,"Well, but when you think about it, shellfish have a better image.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E01_00_02_41_035.jpg"">",[sound:Lucky Star_word_da156178.mp3],[sound:Lucky Star_sent_e510fe9c.mp3]
つかさ,ツカサ,Tsukasa,Unlabeled,137,そこで <b>つかさ</b>とかがみも 踊ることになりました！,Tsukasa and Kagami also decided to dance there!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E21, S01E23, S01E24","<img src=""S01E24_00_06_10_787.jpg"">",[sound:Lucky Star_word_62c6971a.mp3],[sound:Lucky Star_sent_595dfa08.mp3]
時,とき,"1. time, hour, moment<br>2. occasion, case<br>3. chance, opportunity, season<br>4. the times, the age, the day<br>5. tense",N3,134,200円を入れて お釣りが 50円と10円で返ってきた<b>時</b>は―,When I put in 200 yen and got 50 yen and 10 yen in change...,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E02_00_23_17_938.jpg"">",[sound:Lucky Star_word_7a661802.mp3],[sound:Lucky Star_sent_5d1c50d0.mp3]
あきら,あきら,Akira,Unlabeled,134,<b>あきら</b>様は今回 本編にも 出演する予定だったんですが,Akira-sama was also scheduled to appear in the main story this time.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24","<img src=""S01E12_00_20_52_668.jpg"">",[sound:Lucky Star_word_1dfdca89.mp3],[sound:Lucky Star_sent_ed02a551.mp3]
こなた,コナタ,Konata,Unlabeled,133,<b>こなた</b>も これからは 宿題を自分ですると,"From now on, you will do your own homework.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E03_00_09_19_725.jpg"">",[sound:Lucky Star_word_460b6805.mp3],[sound:Lucky Star_sent_127fc64b.mp3]
今日,きょう,"1. today, this day<br>2. these days, recently, nowadays",N5,130,よし！ <b>今日</b>は ちょっとでもやろう！,Okay! Let's do a little bit today!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E04_00_11_49_041.jpg"">",[sound:Lucky Star_word_5c9cf5e0.mp3],[sound:Lucky Star_sent_e66b03f5.mp3]
その,ソノ,That (Near Listener),N5,125,<b>その</b>子供が大人になると 大人も強くなるわけで,"When that child becomes an adult, the adult also becomes stronger.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24","<img src=""S01E11_00_13_17_421.jpg"">",[sound:Lucky Star_word_3673ecbb.mp3],[sound:Lucky Star_sent_5f0b773c.mp3]
来る,くる,"1. to come (spatially or temporally), to approach, to arrive<br>2. to come back, to do ... and come back<br>3. to come to be, to become, to get, to grow, to continue<br>4. to come from, to be caused by, to derive from<br>5. to come to (i.e. ""when it comes to spinach ..."")",N5,124,ゆうちゃんも うちに<b>来</b>たことだし たまにはランドでも行くか？,"Yuu-chan also came to my house, so maybe we can go to the land once in a while?","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E14_00_16_36_954.jpg"">",[sound:Lucky Star_word_792ec616.mp3],[sound:Lucky Star_sent_a4e4e823.mp3]
よう,ヨウ,Seem / Like / Way,Unlabeled,121,特に夏に髪が傷む理由は 紫外線と不純物の<b>よう</b>ですね,"It seems that the reason for hair damage, especially in the summer, is UV rays and impurities.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E06_00_10_17_491.jpg"">",[sound:Lucky Star_word_9ae67eee.mp3],[sound:Lucky Star_sent_e3e5c7db.mp3]
たり,たり,"1. -ing and -ing (e.g. ""coming and going"")<br>2. doing such things as...<br>3. expresses a command<br>4. to be<br>5. indicates completion or continuation of an action",Unlabeled,119,いつものことだけど 増え<b>たり</b>減ったりで当てにならん！,"As usual, you can't rely on whether it will increase or decrease!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E23_00_03_09_063.jpg"">",[sound:Lucky Star_word_06463047.mp3],[sound:Lucky Star_sent_70b69b96.mp3]
ほう,かた,"1. direction, way<br>2. person, lady, gentleman<br>3. method of, manner of, way of<br>4. care of ...<br>5. person in charge of ...<br>6. side (e.g. ""on my mother's side"")",N5,116,つかさ 義理でも 男の子には あげない<b>ほう</b>がいい,"Tsukasa: Even if it's your duty, it's better not to give it to boys.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E13_00_13_38_359.jpg"">",[sound:Lucky Star_word_6856ebc0.mp3],[sound:Lucky Star_sent_2793cc49.mp3]
あれ,アレ,That one over there,N5,113,<b>あれ</b>ほど 見せないでって言ったのに～！,I told you not to show it so much!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E23_00_08_07_820.jpg"">",[sound:Lucky Star_word_c3fc1fc5.mp3],[sound:Lucky Star_sent_e16a3b32.mp3]
まで,まで,"1. until (a time), till, to, up to<br>2. to (a place), as far as<br>3. to (an extent), up to, so far as, even<br>4. only, merely",Unlabeled,113,いつ<b>まで</b>も だるいとか 言っとらんと早う来い！,"Don't keep complaining about feeling tired, come soon!","S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E04_00_04_57_213.jpg"">",[sound:Lucky Star_word_6555e54b.mp3],[sound:Lucky Star_sent_ebb8d776.mp3]
たい,たい,Want to... (Verb suffix),Unlabeled,108,人が選んだほうのを食べ<b>たかっ</b>たと 思っちゃうのは なんでだろう,Why do I wish I had eaten the food that the other person had chosen?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E20_00_13_01_197.jpg"">",[sound:Lucky Star_word_819bac9f.mp3],[sound:Lucky Star_sent_97864740.mp3]
じゃ,ジャ,Well then / To be (de-wa),N5,108,それがこっちでは こんなんだけど あっち<b>じゃ</b>賢者とか呼ばれててさ！,"That's what it's like here, but over there they're called sages!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E22_00_03_46_935.jpg"">",[sound:Lucky Star_word_11ccea37.mp3],[sound:Lucky Star_sent_566ee94d.mp3]
お姉ちゃん,おねえちゃん,"1. older sister<br>2. lass, young lady",Unlabeled,104,<b>お姉ちゃん</b>には 言わないほうがいいと思うな,I think it's better not to tell your sister.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E10_00_16_20_562.jpg"">",[sound:Lucky Star_word_77878f98.mp3],[sound:Lucky Star_sent_61367962.mp3]
今,いま,Now,N5,102,私が男子でも <b>今</b>と同じように接してきた？,"Even if I were a boy, would you still treat me the same way?","S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E22_00_13_17_004.jpg"">",[sound:Lucky Star_word_7bafa8a1.mp3],[sound:Lucky Star_sent_3b2172fb.mp3]
さあ,さあ,"1. come, come now, come along, go on, hurry up<br>2. well, who knows, I don't know..., uh, hmm<br>3. well now, let's see, there we go, all right<br>4. about that, you see",N5,101,<b>さあ</b>て！ 久々に週末は がっつりネトゲでもするか！,Come on! I'll be playing some online games for the first time in a while on the weekend!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E21_00_19_10_232.jpg"">",[sound:Lucky Star_word_0ac4412c.mp3],[sound:Lucky Star_sent_78703115.mp3]
気,き,"1. spirit, mind, heart<br>2. nature, disposition<br>3. motivation, intention<br>4. mood, feelings<br>5. ambience, atmosphere, mood",N4,101,もとい！ さあ！ それでは <b>気</b>を取り直していってみましょう！,Motoi! here we go! So let's take care of ourselves!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E24_00_23_25_362.jpg"">",[sound:Lucky Star_word_543e1696.mp3],[sound:Lucky Star_sent_8226d1cf.mp3]
すごい,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",N3,99,でも電車とかシートが温かいと <b>すご</b>～く眠くなるよね,"But when I ride a train and the seats are warm, I get really sleepy.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24","<img src=""S01E11_00_04_00_949.jpg"">",[sound:Lucky Star_word_c550c27b.mp3],[sound:Lucky Star_sent_5ef1e3a4.mp3]
出る,でる,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward<br>4. to come to, to get to, to lead to, to reach<br>5. to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display<br>6. to appear (in print), to be published, to be announced, to be issued, to be listed, to come out<br>7. to attend, to participate, to take part, to enter (an event), to play in, to perform<br>8. to be stated, to be expressed, to come up, to be brought up, to be raised<br>9. to sell<br>10. to exceed, to go over<br>11. to stick out, to protrude<br>12. to break out, to occur, to start, to originate<br>13. to be produced<br>14. to come from, to be derived from<br>15. to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid<br>16. to answer (phone, door, etc.), to get<br>17. to assume (an attitude), to act, to behave<br>18. to pick up (speed, etc.), to gain<br>19. to flow (e.g. tears), to run, to bleed<br>20. to graduate<br>21. to ejaculate, to cum",N5,99,人気が<b>出</b>ちゃったりすること 結構 多いですもんね,There are quite a lot of things that become popular.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E11_00_21_20_070.jpg"">",[sound:Lucky Star_word_a7b8f4b3.mp3],[sound:Lucky Star_sent_06b487eb.mp3]
くれる,くれる,"1. to give, to let (one) have<br>2. to give<br>3. to do for one, to take the trouble to do<br>4. to do to someone's disadvantage",N4,97,このことは 誰にも言わないで<b>くれ</b>よな！,Please don't tell anyone about this!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E21_00_16_47_089.jpg"">",[sound:Lucky Star_word_24fa68d8.mp3],[sound:Lucky Star_sent_7305cf7d.mp3]
じゃあ,で,"1. coming out, going out, outflow, efflux, rising (of the Sun or the Moon)<br>2. attending (work), appearing (on stage), one's turn to go on<br>3. start, beginning<br>4. origins, background, person (or item) originating from ..., graduate of ..., native of ..., member of ... (lineage)<br>5. architectural member that projects outward<br>6. highest point of the stern of a ship<br>7. amount (comprising something), amount of time or effort required to do something",N5,96,<b>じゃあ</b>カレーライスはどうしてる？ ルーとライスを混ぜて食べる？,So what about curry and rice? Do you eat roux and rice mixed together?,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E01_00_05_26_284.jpg"">",[sound:Lucky Star_word_48495548.mp3],[sound:Lucky Star_sent_2bb98cfb.mp3]
ゲーム,ゲーム,1. game,N3,96,あと治療中の痛みを和らげるために <b>ゲーム</b>もできるとか,You can also play games to relieve pain during treatment.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23","<img src=""S01E02_00_12_55_232.jpg"">",[sound:Lucky Star_word_fd246083.mp3],[sound:Lucky Star_sent_08d8aa4d.mp3]
本当,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",N3,94,<b>本当</b>に歌はよく知らないもので お恥ずかしながら,I'm embarrassed to admit that I don't really know much about singing.,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E19, S01E21, S01E22, S01E23, S01E24","<img src=""S01E06_00_21_59_651.jpg"">",[sound:Lucky Star_word_41aab1e3.mp3],[sound:Lucky Star_sent_9a197ef8.mp3]
前,まえ,Before / Front / Previous,N5,92,世代は<b>前</b>のものなんですが 自然と覚えてしまいますよね,"It's from a previous generation, but I naturally remember it.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E10_00_21_48_515.jpg"">",[sound:Lucky Star_word_6044e9f0.mp3],[sound:Lucky Star_sent_2d2986cc.mp3]
わけ,わけ,"1. conclusion from reasoning, judgement or calculation based on something read or heard, reason, cause, meaning, circumstances, situation",Unlabeled,91,その子供が大人になると 大人も強くなる<b>わけ</b>で,"When that child becomes an adult, the adult also becomes stronger.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24","<img src=""S01E11_00_13_17_421.jpg"">",[sound:Lucky Star_word_53d3f1e7.mp3],[sound:Lucky Star_sent_5f0b773c.mp3]
