Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
いく,いく,"1. to go, to move (in a direction or towards a specific location), to head (towards), to be transported (towards), to reach<br>2. to proceed, to take place<br>3. to pass through, to come and go<br>4. to walk<br>5. to die, to pass away<br>6. to do (in a specific way)<br>7. to stream, to flow<br>8. to continue<br>9. to have an orgasm, to come, to cum<br>10. to trip, to get high, to have a drug-induced hallucination",N1,24,パライソに 連れて<b>いっ</b>てください！,Please take me to Paraiso!,"S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12",
ー,ー,Long Vowel Mark,Unlabeled,24,とにかく き<b>ー</b>ちゃんと おばさんが来るから―,"Anyway, Ki-chan and Auntie are coming...","S01E06, S01E08, S01E09, S01E12",
おねえちゃん,おねえちゃん,"1. older sister<br>2. lass, young lady",Unlabeled,24,あとどれくらいで <b>おねえちゃん</b>家に着く？,How much time will it take for you to get home?,S01E08,
まだ,まだ,"1. still, as yet, only<br>2. (not) yet<br>3. more, (more) still<br>4. at least, comparatively, relatively<br>5. unfinished, incomplete, not yet done",N5,23,私は <b>まだ</b>何も しちゃいないぞ！,I haven't done anything yet!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",
一緒,いっしょ,"1. together<br>2. at the same time<br>3. same, identical",N5,23,私と<b>一緒</b>に かわいいポーズでキメようね！,Let's strike a cute pose with me!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E10, S01E11",
よい,よい,"1. good, excellent, fine, nice, pleasant, agreeable<br>2. sufficient, enough, ready, prepared<br>3. profitable (deal, business offer, etc.), beneficial<br>4. OK, all right, fine, no problem",N5,22,僕は やっぱり 掃除機が<b>よかっ</b>たですね,I really liked the vacuum cleaner.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",
匂い,におい,"1. odour, odor, scent, smell, stench<br>2. aura, whiff, smacks of ..., sense, flavour, flavor",N3,22,もしかして 下着に<b>匂い</b>が付いてるのか？,Maybe there's a smell in your underwear?,"S01E02, S01E04, S01E06, S01E07, S01E11, S01E12",
すごい,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",N3,22,人と話すのが <b>すごく</b>苦手だったんですよ,I was really bad at talking to people.,"S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E11, S01E12",
別,べつ,"1. distinction, difference, discrimination<br>2. separate, different, another, extra<br>3. exception, exclusion<br>4. classified by, ranked by, according to",N4,21,違う！ <b>別</b>に変態とかじゃなくて！,No! I'm not a pervert or anything!,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E11",
分かる,わかる,"1. to understand, to comprehend, to grasp, to see, to get, to follow<br>2. to become clear, to be known, to be discovered, to be realized, to be realised, to be found out<br>3. I know!, I think so too!",N5,21,中学生でも それくらい<b>分かる</b>だろ！,Even junior high school students can understand that much!,"S01E01, S01E03, S01E04, S01E06, S01E07, S01E08, S01E11, S01E12",
目,め,"Eye / (part of idiom ""teach a lesson"")",N5,21,<b>目</b>の腫れがとれない,I can't get rid of the swelling in my eyes,"S01E01, S01E02, S01E03, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",
終わる,おわる,"1. to end, to come to an end, to close, to finish",N1,21,これでは作業が 昼休み前に<b>終わっ</b>てしまう,"With this, the work will be finished before lunch break.","S01E01, S01E02, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12",
帰る,かえる,"1. to return, to come home, to go home, to go back<br>2. to leave<br>3. to get home, to get to home plate",N5,21,甘いものでも買って<b>帰ろっ</b>と,Let's buy something sweet and go home.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E10, S01E11",
また,また,"1. again, once more, once again, another time, some other time<br>2. also, too, as well, likewise<br>3. on the other hand, while<br>4. and, in addition, besides, moreover, furthermore<br>5. or, otherwise<br>6. really, how, (what, why) on earth<br>7. indirect",N5,21,“<b>また</b>”ってことは―,What does “again” mean?,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E08, S01E09, S01E11, S01E12",
ハァ,はあはあ,"1. gasp, pant",Unlabeled,21,<b>ハァ</b>… ここは ほんとに落ち着くな,Ha... it's really relaxing here.,"S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",
夏休み,なつやすみ,"1. summer vacation, summer holiday",N5,21,もうすぐ<b>夏休み</b>だし ずっと家にいれんだろ,"It's almost summer vacation, so I guess I'll have to stay home all the time.","S01E05, S01E06, S01E07, S01E08, S01E09",
ああっ,ああ,"1. ah!, oh!, alas!<br>2. yes, indeed, that is correct<br>3. aah, gah, argh<br>4. hey!, yo!<br>5. uh huh, yeah yeah, right, gotcha",Unlabeled,21,はあ<b>ああっ</b>！,Haaaaaaaaaa!,"S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12",
花火,はなび,1. fireworks,N2,21,誰でもいいから 一緒に<b>花火</b>が見たい,"It doesn't matter who you are, I want to watch fireworks with you.","S01E06, S01E07",
前,まえ,Before / Front / Previous,N5,20,泣いてるのがバレる<b>前</b>に 何か面白いこと言わないと！,I need to say something interesting before I find out you're crying!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12",
あと,あと,"1. behind, rear<br>2. after, later<br>3. remainder, the rest<br>4. more (e.g. five more minutes), left<br>5. also, in addition<br>6. descendant, successor, heir<br>7. after one's death<br>8. past, previous",N3,20,すっげ～！ <b>あと</b>ちょっとで溢れそう！,Wow! It's going to be overflowing in a little while!,"S01E01, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12",
買う,かう,"1. to buy, to purchase<br>2. to value, to have a high opinion<br>3. to stir, to provoke, to draw upon oneself",N5,20,最近は洋服とかも ここで<b>買っ</b>てるんだ,I've been buying clothes here lately.,"S01E01, S01E03, S01E04, S01E05, S01E07, S01E08, S01E11",
まま,まま,"1. as it is, as one likes, because, as<br>2. condition, state<br>3. sic, sic erat scriptum, the quoted matter has been transcribed exactly as found in the source text",Unlabeled,20,この<b>まま</b>では 姉としての面目が立たない,"If things continue like this, I won't be able to honor myself as an older sister.","S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",
男子,だんし,"1. youth, young man",N3,19,中学３年間で <b>男子</b>に６回も声をかけられてる,"During my three years in junior high school, I was approached by boys six times.","S01E01, S01E02, S01E03, S01E06, S01E10, S01E11, S01E12",
あんな,あんな,"1. that sort of, that kind of, like that, such, so",N4,19,何で オッサンという生き物は <b>あんな</b>に説教が好きなんだ？,Why do old men like preaching so much?,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",
自分,じぶん,"1. myself, yourself, oneself, himself, herself<br>2. I, me<br>3. you",N5,19,<b>自分</b>は痴漢に遭う美少女とでも 言いたいのか？,Do you want to say that you are a beautiful girl who gets molested?,"S01E01, S01E04, S01E07, S01E08, S01E09, S01E11, S01E12",
もし,もし,"1. if, in case, supposing",N4,19,<b>もし</b>かして 下着に匂いが付いてるのか？,Maybe there's a smell in your underwear?,"S01E02, S01E03, S01E04, S01E05, S01E08, S01E09, S01E12",
えーっと,えっと,"1. let me see, well, errr ..., uhh ...",Unlabeled,19,<b>えーっと</b> そうだね 適当に回ろうか,"Well, that's right, let's go around as appropriate.","S01E06, S01E07, S01E08, S01E09, S01E11, S01E12",
悪い,わるい,"1. bad, poor, undesirable<br>2. poor (quality), inferior, insufficient<br>3. evil, sinful<br>4. ugly, not beautiful<br>5. at fault, to blame, in the wrong<br>6. bad (at doing something)<br>7. unprofitable, unbeneficial<br>8. sorry, (my) bad, unforgivable",N5,18,気持ち<b>悪い</b>って 自分でも分かってる,Even I know that it feels bad,"S01E01, S01E02, S01E06, S01E07, S01E09, S01E11, S01E12",
ゲーム,ゲーム,1. game,N3,18,<b>ゲーム</b>に飽きたときは おのおのが勝手に時間を潰す,"When you get bored with the game, everyone kills time on their own","S01E01, S01E03, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12",
日,ひ,"1. day, days<br>2. sun, sunshine, sunlight<br>3. (the) day, daytime, daylight<br>4. date, deadline<br>5. (past) days, time (e.g. of one's childhood)<br>6. case (esp. unfortunate), event",N4,18,一<b>日</b>中 看病してやったのに 人に風邪もうつせなかったクズが！,This scumbag couldn't even give anyone a cold even though I took care of him all day!,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E11",
超,ちょう,"1. super-, ultra-, hyper-, extreme<br>2. extremely, really, totally, absolutely<br>3. over, more than",N1,18,３分の１とは言わず もう<b>超</b>高速で時間たってくれ,"Don't say 1/3, just pass the time super fast.","S01E01, S01E02, S01E04, S01E05, S01E07, S01E09, S01E10, S01E11, S01E12",
しまう,しまう,"1. to finish, to stop, to end, to put an end to, to bring to a close<br>2. to close (a business, etc.), to close down, to shut down, to shut up<br>3. to put away, to put back, to keep, to store<br>4. to do completely, to finish<br>5. to do accidentally, to do without meaning to, to happen to do",N3,18,ソロであることを 無駄に強調して<b>しまう</b>,I end up emphasizing the fact that I'm solo unnecessarily,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E10, S01E11, S01E12",
その,ソノ,That (Near Listener),N5,18,<b>その</b>メンバーには 欠かせない存在で,He is indispensable to the members.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10",
子,こ,"1. child<br>2. young (animal)<br>3. young woman, young geisha<br>4. offshoot<br>5. interest<br>6. new shares<br>7. player who is not a dealer (in cards, mahjong, etc.)<br>8. bird egg<br>9. -er (often of young women)",N4,18,ほんとは明るくて 面白い<b>子</b>なんだ！,She really is a bright and interesting child!,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E08, S01E11, S01E12",
次,つぎ,"1. next, following, subsequent<br>2. stage, station",N5,17,あっ <b>次</b>は マンモスフューチャーに 行くのが効率いいかも,"Ah, it might be more efficient to go to Mammoth Future next time.","S01E01, S01E02, S01E04, S01E05, S01E07, S01E08, S01E10, S01E12",
女子高生,じょしこうせい,1. female high-school student,Unlabeled,17,中学生相手でも説得力のある ビッチ<b>女子高生</b>にならなくては,I have to become a bitch high school girl that can be convincing even to middle school students.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E08",
会話,かいわ,1. conversation,N4,17,普通に ものすごく自然に 人と<b>会話</b>できた～！,I was able to converse with people very naturally!,"S01E01, S01E06, S01E12",
もの,モノ,Thing (Tangible),Unlabeled,17,昼間 注文した<b>もの</b>がもう届くとは,"During the day, I can't believe what I ordered has already arrived.","S01E01, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E12",
もらう,もらう,"1. to receive, to take, to accept<br>2. to get somebody to do something<br>3. to have in one's pocket (a fight, match)<br>4. to contract (a disease), to catch, to be affected",N4,17,え～ 皆さんには これから殺し合いをして<b>もらい</b>ます,"Well, I'm going to ask you all to kill each other from now on.","S01E01, S01E02, S01E03, S01E04, S01E07, S01E09, S01E10, S01E11, S01E12",
死ぬ,しぬ,"1. to die, to pass away<br>2. to lose spirit, to lose vigor, to look dead<br>3. to cease, to stop",N5,17,紙 切るの 無理だったら もう<b>死ん</b>でるだろ！,"If I couldn't cut paper, I'd be dead by now!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E11, S01E12",
話す,はなす,"1. to talk, to speak, to converse, to chat<br>2. to tell, to explain, to narrate, to mention, to describe, to discuss<br>3. to speak (a language)",N5,17,おはよう あのことを今江さんに<b>話し</b>たら―,"Good morning, I talked to Mr. Imae about that...","S01E01, S01E02, S01E03, S01E05, S01E07, S01E08, S01E12",
マジ,まじ,"1. serious, not joking, straight<br>2. cannot, should not, will not, must not",Unlabeled,17,おとといも そうめんで <b>マジ</b> エンドレスそうめん,"Yesterday I also had somen noodles, seriously endless somen noodles","S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E10, S01E11, S01E12",
どこ,ドコ,Where?,N5,17,１人の人間を <b>どこ</b>まで愛せるかが大事なんだわ,What matters is how much you can love one person.,"S01E02, S01E04, S01E05, S01E06, S01E07, S01E11, S01E12",
みたい,みたい,"1. -like, sort of, similar to, resembling",Unlabeled,17,私<b>みたい</b>に高１でキャバやってる 腐れ女がいるかって？,Are there any rotten women like me who are in the first year of high school and work as hostesses?,"S01E02, S01E03, S01E04, S01E05, S01E08, S01E10, S01E11, S01E12",
クイーン,クイーン,1. queen,Unlabeled,17,いや <b>クイーン</b>はピンチになると―,"No, when the Queen is in a pinch...",S01E08,
よう,ヨウ,Seem / Like / Way,Unlabeled,16,傘をとる<b>よう</b>なヤツが この学校にいるんだ,There's a guy in this school who takes umbrellas.,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E08, S01E12",
みんな,みんな,"1. everyone, everybody, all<br>2. everything, all",N5,16,さあ <b>みんな</b> ノリノリでいくよ！,"Come on, everyone, let's get excited!","S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E10, S01E11, S01E12",
バカ,ばか,"1. idiot, moron, fool<br>2. trivial matter, folly, absurdity<br>3. stupid, foolish, dull, absurd, ridiculous<br>4. fervent enthusiast, nut, person singularly obsessed with something<br>5. Mactra chinensis (species of trough shell)",Unlabeled,16,ちょっとでも痴漢されたいと思った 自分が<b>バカ</b>だった,I was an idiot for wanting to be molested even just a little bit.,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E08, S01E09, S01E12",
ダメ,だめ,No / Bad / Forbidden / Useless,Unlabeled,16,<b>ダメ</b>だ もう限界だ！ 息苦しい！,"No, I'm at my limit! It's hard to breathe!","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09",
食べる,たべる,"1. to eat<br>2. to live on (e.g. a salary), to live off, to subsist on",N5,16,じゃあ いつ<b>食べる</b>の？ 今でしょ！,So when are you going to eat? Right now!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E10, S01E11, S01E12",
てく,てく,1. to continue,Unlabeled,16,あんま うるさくし<b>てっ</b>と 隣の先生が来んぞ！,"Don't make too much noise, the teacher next door will come!","S01E01, S01E03, S01E08, S01E09, S01E12",
