Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
照,照,Terashi,Unlabeled,150,本当はもっと <b>照</b>橋さんと一緒にいたい！,"Actually, I want to spend more time with Teruhashi-san!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E22, S01E23, S01E24",
あの,アノ,That (Distant),N5,149,じゃないと <b>あの</b>反応は 説明がつかないもの！,"Otherwise, that reaction is inexplicable!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
たい,たい,Want to... (Verb suffix),Unlabeled,149,本当はもっと 照橋さんと一緒にい<b>たい</b>！,"Actually, I want to spend more time with Teruhashi-san!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
ちゃん,チャン,Suffix for familiar names (Cute/Female),N4,147,この前は うちのおじい<b>ちゃん</b>を 病院まで搬送してくれてありがとう,Thank you for transporting my grandpa to the hospital the other day.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
じゃあ,で,"1. coming out, going out, outflow, efflux, rising (of the Sun or the Moon)<br>2. attending (work), appearing (on stage), one's turn to go on<br>3. start, beginning<br>4. origins, background, person (or item) originating from ..., graduate of ..., native of ..., member of ... (lineage)<br>5. architectural member that projects outward<br>6. highest point of the stern of a ship<br>7. amount (comprising something), amount of time or effort required to do something",N5,138,よし！ <b>じゃあ</b> 私が頼んでみる！ 海藤君に！,Okay! Then I'll ask! To Kaito-kun!,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
あれ,アレ,That one over there,N5,136,言うまでもないが <b>あれ</b>は僕じゃない,"Needless to say, that's not me.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
そんな,そんな,"1. such, that sort of, that kind of, like that<br>2. no way!, never!",N4,135,しかし あいつに <b>そんな</b>ものを渡す女はいない！,But there's no woman who would give something like that to him!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
っス,です,"1. be, is",Unlabeled,126,オレは生まれつき 幽霊を視ることができる<b>っス</b>,I was born with the ability to see ghosts.,"S01E04, S01E05, S01E06, S01E10, S01E13, S01E14, S01E15, S01E16, S01E19, S01E20, S01E22",
奴,やつ,Guy / Person / Fellow / That thing,N1,124,武勇伝を自分で語る<b>奴</b>には ろくな奴がいねえ！,There are no bad guys out there who tell their own tales of heroism!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23",
力,ちから,"1. force, strength, might, vigour, vigor, energy<br>2. capability, ability, proficiency, capacity, faculty<br>3. efficacy, effect<br>4. effort, endeavours, endeavors, exertions<br>5. power, authority, influence, good offices, agency<br>6. support, help, aid, assistance<br>7. stress, emphasis<br>8. means, resources",N4,121,実は 私にも 人にはない能<b>力</b>があり その力で師匠の存在を知りました,"Actually, I have an ability that other people don't have, and through that ability, I learned about the existence of my master.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23",
心,こころ,"1. mind, heart, spirit<br>2. the meaning of a phrase (riddle, etc.)",N4,118,<b>心</b>美と痴話げんかができるのは 俺だけ！,I'm the only one who can have a silly fight with Kokomi!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
せる,せる,1. to compete<br>2. to bid<br>3. to sell at auction,Unlabeled,118,僕は自由に この体を変化さ<b>せる</b>ことができる,I can freely change this body,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
ちゃう,チャッ,To do completely / Regret (te-shimau),Unlabeled,118,でも大丈夫なんですか？ 時給 そんなに上がっ<b>ちゃっ</b>て,But is it okay? The hourly wage has increased so much,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
帰る,かえる,"1. to return, to come home, to go home, to go back<br>2. to leave<br>3. to get home, to get to home plate",N5,115,とはいえ あの家にＧがいる限り <b>帰り</b>たくない,"However, as long as G is in that house, I don't want to go back.","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
待つ,まつ,"1. to wait<br>2. to await, to look forward to, to anticipate<br>3. to depend on, to need",N5,114,<b>待て</b>！ 座る前に するべきことがあるだろ！,Wait! There's something you need to do before you sit down!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
しまう,しまう,"1. to finish, to stop, to end, to put an end to, to bring to a close<br>2. to close (a business, etc.), to close down, to shut down, to shut up<br>3. to put away, to put back, to keep, to store<br>4. to do completely, to finish<br>5. to do accidentally, to do without meaning to, to happen to do",N3,113,僕は 何て すばらしいものを 手に入れて<b>しまっ</b>たんだ！,What a wonderful thing I have acquired!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
誰,だれ,1. who,N5,111,ヒマワリといい <b>誰</b>かに渡すことは もはや明白！,It's called a sunflower and it's obvious to give it to someone!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
られる,ラレル,Passive / Potential Form,Unlabeled,110,いちばん体に変化が見<b>られ</b>たのは あなたでしたよ！,You were the one who saw the most change in your body!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
もの,モノ,Thing (Tangible),Unlabeled,108,じゃないと あの反応は 説明がつかない<b>もの</b>！,"Otherwise, that reaction is inexplicable!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
ー,ー,Long Vowel Mark,Unlabeled,107,えぇ<b>ー</b>！ オレが死んでも 守護霊は消えないッスよ！,"Eh! Even if I die, my guardian spirit will not disappear!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E16, S01E18, S01E19, S01E21, S01E23, S01E24",
おっ,おっ,"1. oh, oops",Unlabeled,107,でも！ 斉木が“<b>おっ</b>ふ”るまで 絶対に寝ないわ！,But! I will never sleep until Saiki is “off”!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
なん,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",Unlabeled,106,これで <b>なん</b>とか 朝までには終われそうだ！,I think I'll be able to finish this by morning!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E24",
えっ,えっ,"1. huh?, what's up?",Unlabeled,105,<b>えっ</b> 斉木が!? そっか 燃堂と仲いいもんな,"Eh, Saiki!? I see, he's good friends with Nendou.","S01E01, S01E02, S01E03, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
前,まえ,Before / Front / Previous,N5,104,だが 斉木の<b>前</b>で カッコ悪ィところ 見せるわけには いかねェ！,But I can't show off my uncool side in front of Saiki!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E21, S01E22, S01E23, S01E24",
気,き,"1. spirit, mind, heart<br>2. nature, disposition<br>3. motivation, intention<br>4. mood, feelings<br>5. ambience, atmosphere, mood",N4,102,奴はケーキとヒマワリで 幼女の<b>気</b>を引き 連れ去る気だ！,He intends to attract the little girl's attention with cake and sunflowers and take her away!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
いく,いく,"1. to go, to move (in a direction or towards a specific location), to head (towards), to be transported (towards), to reach<br>2. to proceed, to take place<br>3. to pass through, to come and go<br>4. to walk<br>5. to die, to pass away<br>6. to do (in a specific way)<br>7. to stream, to flow<br>8. to continue<br>9. to have an orgasm, to come, to cum<br>10. to trip, to get high, to have a drug-induced hallucination",N1,101,だが 斉木の前で カッコ悪ィところ 見せるわけには <b>いか</b>ねェ！,But I can't show off my uncool side in front of Saiki!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
海藤,海藤,Kaitou,Unlabeled,101,でも あとは オレに任せとけ <b>海藤</b>～！,"But leave the rest to me, Kaito!","S01E01, S01E02, S01E03, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24",
どこ,ドコ,Where?,N5,100,人気で<b>どこ</b>にも売ってないのに！,It's so popular that it's not sold anywhere!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
大丈夫,だいじょうぶ,"1. safe, secure, sound, problem-free, without fear, all right, alright, OK, okay<br>2. certainly, surely, undoubtedly<br>3. no thanks, I'm good, that's alright<br>4. great man, fine figure of a man",N5,100,だが お前は <b>大丈夫</b>ではすまさんぞ！,"But you're fine, sorry!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
わけ,わけ,"1. conclusion from reasoning, judgement or calculation based on something read or heard, reason, cause, meaning, circumstances, situation",Unlabeled,95,だが 斉木の前で カッコ悪ィところ 見せる<b>わけ</b>には いかねェ！,But I can't show off my uncool side in front of Saiki!,"S01E01, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
入る,はいる,To enter / To be poured (tea) / To be ready,N5,95,幽霊が オレの目となり耳となれば 手に<b>入ら</b>ない情報はない！,"If ghosts become my eyes and ears, there's no information I can't get!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23",
出る,でる,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward<br>4. to come to, to get to, to lead to, to reach<br>5. to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display<br>6. to appear (in print), to be published, to be announced, to be issued, to be listed, to come out<br>7. to attend, to participate, to take part, to enter (an event), to play in, to perform<br>8. to be stated, to be expressed, to come up, to be brought up, to be raised<br>9. to sell<br>10. to exceed, to go over<br>11. to stick out, to protrude<br>12. to break out, to occur, to start, to originate<br>13. to be produced<br>14. to come from, to be derived from<br>15. to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid<br>16. to answer (phone, door, etc.), to get<br>17. to assume (an attitude), to act, to behave<br>18. to pick up (speed, etc.), to gain<br>19. to flow (e.g. tears), to run, to bleed<br>20. to graduate<br>21. to ejaculate, to cum",N5,94,それからは 自由行動だが ホテルの外には<b>出</b>ないように！,"After that, you will be free to roam, but please do not go outside the hotel!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
ちょっと,ちょっと,A little / A moment,N5,93,<b>ちょっと</b> ここで脱がないでよ！,"Hey, don't take your clothes off here!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
持つ,もつ,"1. to hold (in one's hand), to take, to carry<br>2. to possess, to have, to own<br>3. to maintain, to keep<br>4. to last, to be durable, to keep, to survive<br>5. to take charge of, to be in charge of<br>6. to hold (meeting, etc.), to have (opportunity, etc.)",N5,91,僕らに愛情を<b>持っ</b>てくれるので 嫌いではないんだが,I don't hate them because they have love for us.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
今日,きょう,"1. today, this day<br>2. these days, recently, nowadays",N5,88,だが <b>今日</b>にかぎっては そうでもないようだ,But that doesn't seem to be the case today.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24",
まさか,まさか,"1. by no means, never!, well, I never!, you don't say!, certainly (not)<br>2. something unexpected, emergency<br>3. currently, for the time being, presently, for now<br>4. indeed, really, truly, unexpectedly",N3,88,<b>まさか</b> もう増えないとは思うが 変な願い事はするなよ,"I don't think it will increase anymore, but don't make strange wishes.","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
まだ,まだ,"1. still, as yet, only<br>2. (not) yet<br>3. more, (more) still<br>4. at least, comparatively, relatively<br>5. unfinished, incomplete, not yet done",N5,87,<b>まだ</b> あります 何と３Ｄ機能も搭載してるんです！,"It's still there, and it even has a 3D function!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E15, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24",
